"1995-1996 County To County Migration Inflows",,,,,,Indiana,,,,,
"(Aggregate money amounts in thousands of dollars)",,,,,,,,,,,
,,,,,,,,,,,
"Migration Into",,"Migration From",,,,Number,Number,Aggregate,,,
18,067,97,000,IN,"Howard County Tot Mig-US",1868,3836,59620,,,
18,067,97,001,IN,"Howard County Tot Mig-Same St",1058,2074,33008,,,
18,067,97,003,IN,"Howard County Tot Mig-Diff St",810,1762,26611,,,
18,067,98,000,IN,"Howard County Tot Mig-Foreign",23,52,536,,,
18,067,18,067,IN,"Howard County Non-Migrants",31762,71654,1369339,,,
18,067,18,103,IN,"Miami County",123,261,3497,,,
18,067,18,097,IN,"Marion County",118,216,3228,,,
18,067,18,159,IN,"Tipton County",114,235,4036,,,
18,067,18,017,IN,"Cass County",107,215,3338,,,
18,067,18,057,IN,"Hamilton County",73,125,2679,,,
18,067,18,053,IN,"Grant County",49,101,1588,,,
18,067,18,015,IN,"Carroll County",47,96,1595,,,
18,067,18,157,IN,"Tippecanoe County",47,94,1365,,,
18,067,18,095,IN,"Madison County",44,88,1448,,,
18,067,18,023,IN,"Clinton County",41,83,1285,,,
18,067,18,003,IN,"Allen County",28,69,1121,,,
18,067,17,183,IL,"Vermilion County",23,53,1678,,,
18,067,18,035,IN,"Delaware County",21,43,735,,,
18,067,18,181,IN,"White County",19,30,366,,,
18,067,18,105,IN,"Monroe County",18,28,407,,,
18,067,26,125,MI,"Oakland County",18,32,880,,,
18,067,18,169,IN,"Wabash County",15,31,390,,,
18,067,17,031,IL,"Cook County",14,23,438,,,
18,067,26,049,MI,"Genesee County",14,31,830,,,
18,067,18,011,IN,"Boone County",13,20,431,,,
18,067,57,005,FR,"Foreign - APO/FPO ZIPs",12,24,331,,,
18,067,04,013,AZ,"Maricopa County",11,20,239,,,
18,067,18,141,IN,"St Joseph County",11,22,192,,,
18,067,06,037,CA,"Los Angeles County",10,29,960,,,
18,067,18,063,IN,"Hendricks County",10,18,477,,,
18,067,58,000,SS,"Other Flows - Same State",160,299,4829,,,
18,067,59,000,DS,"Other Flows - Diff State",720,1574,21587,,,
18,067,59,001,DS,"Other Flows - Northeast",60,126,1892,,,
18,067,59,003,DS,"Other Flows - Midwest",228,503,7040,,,
18,067,59,005,DS,"Other Flows - South",336,729,9421,,,
18,067,59,007,DS,"Other Flows - West",96,216,3234,,,
18,067,57,009,FR,"Foreign - Other flows",11,28,205,,,
18,069,96,000,IN,"Huntington Coun Tot Mig-US & For",772,1692,21985,,,
18,069,97,000,IN,"Huntington Coun Tot Mig-US",760,1674,21929,,,
18,069,97,001,IN,"Huntington Coun Tot Mig-Same St",530,1163,15626,,,
18,069,97,003,IN,"Huntington Coun Tot Mig-Diff St",230,511,6303,,,
18,069,98,000,IN,"Huntington Coun Tot Mig-Foreign",12,18,55,,,
18,069,18,069,IN,"Huntington Coun Non-Migrants",14285,33410,513150,,,
18,069,18,003,IN,"Allen County",157,344,5424,,,
18,069,18,053,IN,"Grant County",70,152,1532,,,
18,069,18,169,IN,"Wabash County",62,132,1494,,,
18,069,18,179,IN,"Wells County",51,116,1317,,,
18,069,18,183,IN,"Whitley County",28,50,658,,,
18,069,18,097,IN,"Marion County",20,41,585,,,
18,069,18,009,IN,"Blackford County",14,32,428,,,
18,069,18,085,IN,"Kosciusko County",12,30,335,,,
18,069,18,103,IN,"Miami County",12,21,289,,,
18,069,58,000,SS,"Other Flows - Same State",104,245,3564,,,
18,069,59,000,DS,"Other Flows - Diff State",230,511,6303,,,
18,069,59,001,DS,"Other Flows - Northeast",16,35,446,,,
18,069,59,003,DS,"Other Flows - Midwest",96,222,2870,,,
18,069,59,005,DS,"Other Flows - South",88,191,2281,,,
18,069,59,007,DS,"Other Flows - West",30,63,706,,,
18,069,57,009,FR,"Foreign - Other flows",12,18,55,,,
18,071,96,000,IN,"Jackson County Tot Mig-US & For",782,1597,20430,,,
18,071,97,000,IN,"Jackson County Tot Mig-US",782,1597,20430,,,
18,071,97,001,IN,"Jackson County Tot Mig-Same St",530,1045,13156,,,
18,071,97,003,IN,"Jackson County Tot Mig-Diff St",252,552,7275,,,
18,071,18,071,IN,"Jackson County Non-Migrants",13111,30027,452801,,,
18,071,18,005,IN,"Bartholomew County",140,251,3832,,,
18,071,18,079,IN,"Jennings County",90,173,1924,,,
18,071,18,143,IN,"Scott County",68,158,1497,,,
18,071,18,097,IN,"Marion County",33,55,943,,,
18,071,18,093,IN,"Lawrence County",29,72,716,,,
18,071,18,175,IN,"Washington County",19,36,238,,,
18,071,18,081,IN,"Johnson County",14,28,380,,,
18,071,18,105,IN,"Monroe County",14,28,390,,,
18,071,21,111,KY,"Jefferson County",12,25,225,,,
18,071,18,013,IN,"Brown County",11,18,277,,,
18,071,18,019,IN,"Clark County",11,25,316,,,
18,071,18,031,IN,"Decatur County",11,19,257,,,
18,071,58,000,SS,"Other Flows - Same State",90,182,2385,,,
18,071,59,000,DS,"Other Flows - Diff State",240,527,7050,,,
18,071,59,001,DS,"Other Flows - Northeast",19,47,894,,,
18,071,59,003,DS,"Other Flows - Midwest",82,184,2414,,,
18,071,59,005,DS,"Other Flows - South",118,251,3062,,,
18,071,59,007,DS,"Other Flows - West",21,45,681,,,
18,073,96,000,IN,"Jasper County Tot Mig-US & For",788,1803,24753,,,
18,073,97,000,IN,"Jasper County Tot Mig-US",788,1803,24753,,,
18,073,97,001,IN,"Jasper County Tot Mig-Same St",564,1320,18133,,,
18,073,97,003,IN,"Jasper County Tot Mig-Diff St",224,483,6620,,,
18,073,18,073,IN,"Jasper County Non-Migrants",10082,25134,374071,,,
18,073,18,089,IN,"Lake County",223,590,8133,,,
18,073,18,127,IN,"Porter County",81,187,2814,,,
18,073,17,031,IL,"Cook County",72,150,2295,,,
18,073,18,111,IN,"Newton County",72,150,1563,,,
18,073,18,131,IN,"Pulaski County",32,78,504,,,
18,073,18,157,IN,"Tippecanoe County",31,62,1996,,,
18,073,18,181,IN,"White County",26,57,610,,,
18,073,18,149,IN,"Starke County",17,31,325,,,
18,073,18,097,IN,"Marion County",13,19,314,,,
18,073,58,000,SS,"Other Flows - Same State",69,146,1874,,,
18,073,59,000,DS,"Other Flows - Diff State",152,333,4325,,,
18,075,96,000,IN,"Jay County Tot Mig-US & For",401,828,9131,,,
18,075,97,000,IN,"Jay County Tot Mig-US",401,828,9131,,,
18,075,97,001,IN,"Jay County Tot Mig-Same St",282,567,5840,,,
18,075,97,003,IN,"Jay County Tot Mig-Diff St",119,261,3291,,,
18,075,18,075,IN,"Jay County Non-Migrants",7116,16632,209281,,,
18,075,18,035,IN,"Delaware County",61,133,1509,,,
18,075,18,135,IN,"Randolph County",54,117,1189,,,
18,075,18,001,IN,"Adams County",43,95,713,,,
18,075,18,009,IN,"Blackford County",41,69,708,,,
18,075,39,107,OH,"Mercer County",21,42,456,,,
18,075,18,179,IN,"Wells County",13,28,223,,,
18,075,18,003,IN,"Allen County",11,21,274,,,
18,075,18,053,IN,"Grant County",10,21,159,,,
18,075,58,000,SS,"Other Flows - Same State",49,83,1065,,,
18,075,59,000,DS,"Other Flows - Diff State",98,219,2835,,,
18,077,96,000,IN,"Jefferson Count Tot Mig-US & For",659,1384,16164,,,
18,077,97,000,IN,"Jefferson Count Tot Mig-US",659,1384,16164,,,
18,077,97,001,IN,"Jefferson Count Tot Mig-Same St",327,674,7866,,,
18,077,97,003,IN,"Jefferson Count Tot Mig-Diff St",332,710,8297,,,
18,077,18,077,IN,"Jefferson Count Non-Migrants",10666,24182,351452,,,
18,077,18,079,IN,"Jennings County",51,109,1110,,,
18,077,21,223,KY,"Trimble County",48,106,810,,,
18,077,18,143,IN,"Scott County",41,108,936,,,
18,077,18,155,IN,"Switzerland County",32,61,686,,,
18,077,18,137,IN,"Ripley County",26,52,480,,,
18,077,21,111,KY,"Jefferson County",26,75,664,,,
18,077,18,019,IN,"Clark County",25,48,587,,,
18,077,18,097,IN,"Marion County",22,48,612,,,
18,077,21,041,KY,"Carroll County",16,34,400,,,
18,077,18,005,IN,"Bartholomew County",15,26,278,,,
18,077,39,061,OH,"Hamilton County",15,36,431,,,
18,077,18,029,IN,"Dearborn County",12,30,346,,,
18,077,18,071,IN,"Jackson County",12,25,399,,,
18,077,18,043,IN,"Floyd County",10,21,185,,,
18,077,58,000,SS,"Other Flows - Same State",81,146,2248,,,
18,077,59,000,DS,"Other Flows - Diff State",227,459,5991,,,
18,079,96,000,IN,"Jennings County Tot Mig-US & For",719,1548,16825,,,
18,079,97,000,IN,"Jennings County Tot Mig-US",719,1548,16825,,,
18,079,97,001,IN,"Jennings County Tot Mig-Same St",543,1153,12849,,,
18,079,97,003,IN,"Jennings County Tot Mig-Diff St",176,395,3976,,,
18,079,18,079,IN,"Jennings County Non-Migrants",8185,19222,255414,,,
18,079,18,005,IN,"Bartholomew County",169,366,4151,,,
18,079,18,071,IN,"Jackson County",92,189,2263,,,
18,079,18,077,IN,"Jefferson County",51,100,1074,,,
18,079,18,097,IN,"Marion County",39,80,1238,,,
18,079,18,031,IN,"Decatur County",33,66,713,,,
18,079,18,143,IN,"Scott County",19,41,489,,,
18,079,18,137,IN,"Ripley County",18,38,387,,,
18,079,18,081,IN,"Johnson County",12,29,298,,,
18,079,18,145,IN,"Shelby County",11,30,202,,,
18,079,18,047,IN,"Franklin County",10,25,221,,,
18,079,58,000,SS,"Other Flows - Same State",89,189,1814,,,
18,079,59,000,DS,"Other Flows - Diff State",176,395,3976,,,
18,081,96,000,IN,"Johnson County Tot Mig-US & For",4027,8327,145406,,,
18,081,97,000,IN,"Johnson County Tot Mig-US",4002,8271,144910,,,
18,081,97,001,IN,"Johnson County Tot Mig-Same St",3127,6314,112296,,,
18,081,97,003,IN,"Johnson County Tot Mig-Diff St",875,1957,32615,,,
18,081,98,000,IN,"Johnson County Tot Mig-Foreign",25,56,496,,,
18,081,18,081,IN,"Johnson County Non-Migrants",35317,84115,1696384,,,
18,081,18,097,IN,"Marion County",1960,4023,74631,,,
18,081,18,005,IN,"Bartholomew County",193,376,5628,,,
18,081,18,109,IN,"Morgan County",135,260,3869,,,
18,081,18,145,IN,"Shelby County",96,192,2815,,,
18,081,18,013,IN,"Brown County",90,185,3012,,,
18,081,18,063,IN,"Hendricks County",70,147,2758,,,
18,081,18,105,IN,"Monroe County",60,102,1661,,,
18,081,18,057,IN,"Hamilton County",46,106,2044,,,
18,081,18,059,IN,"Hancock County",39,68,1102,,,
18,081,21,111,KY,"Jefferson County",26,58,964,,,
18,081,18,003,IN,"Allen County",25,40,783,,,
18,081,18,167,IN,"Vigo County",23,42,772,,,
18,081,18,071,IN,"Jackson County",22,41,622,,,
18,081,17,031,IL,"Cook County",21,47,886,,,
18,081,18,089,IN,"Lake County",21,47,756,,,
18,081,18,157,IN,"Tippecanoe County",21,49,1000,,,
18,081,18,141,IN,"St Joseph County",20,39,940,,,
18,081,18,095,IN,"Madison County",19,29,548,,,
18,081,18,011,IN,"Boone County",16,31,508,,,
18,081,39,061,OH,"Hamilton County",16,27,546,,,
18,081,18,035,IN,"Delaware County",14,25,377,,,
18,081,18,079,IN,"Jennings County",14,28,300,,,
18,081,18,065,IN,"Henry County",13,21,298,,,
18,081,18,067,IN,"Howard County",13,26,726,,,
18,081,18,177,IN,"Wayne County",13,18,677,,,
18,081,06,001,CA,"Alameda County",12,37,848,,,
18,081,06,037,CA,"Los Angeles County",12,27,416,,,
18,081,18,037,IN,"Dubois County",12,32,369,,,
18,081,26,125,MI,"Oakland County",12,32,748,,,
18,081,06,059,CA,"Orange County",11,24,442,,,
18,081,18,093,IN,"Lawrence County",11,18,368,,,
18,081,12,011,FL,"Broward County",10,13,363,,,
18,081,18,039,IN,"Elkhart County",10,24,372,,,
18,081,18,127,IN,"Porter County",10,21,387,,,
18,081,57,005,FR,"Foreign - APO/FPO ZIPs",10,21,216,,,
18,081,58,000,SS,"Other Flows - Same State",161,324,4972,,,
18,081,59,000,DS,"Other Flows - Diff State",755,1692,27402,,,
18,081,59,001,DS,"Other Flows - Northeast",64,143,2507,,,
18,081,59,003,DS,"Other Flows - Midwest",243,557,10009,,,
18,081,59,005,DS,"Other Flows - South",344,763,11464,,,
18,081,59,007,DS,"Other Flows - West",104,229,3422,,,
18,081,57,009,FR,"Foreign - Other flows",15,35,279,,,
18,083,96,000,IN,"Knox County Tot Mig-US & For",681,1388,14372,,,
18,083,97,000,IN,"Knox County Tot Mig-US",681,1388,14372,,,
18,083,97,001,IN,"Knox County Tot Mig-Same St",390,745,7547,,,
18,083,97,003,IN,"Knox County Tot Mig-Diff St",291,643,6825,,,
18,083,18,083,IN,"Knox County Non-Migrants",12913,29118,428146,,,
18,083,18,027,IN,"Daviess County",54,106,959,,,
18,083,17,101,IL,"Lawrence County",52,94,1048,,,
18,083,18,051,IN,"Gibson County",44,92,817,,,
18,083,18,153,IN,"Sullivan County",33,62,700,,,
18,083,18,097,IN,"Marion County",32,53,424,,,
18,083,18,055,IN,"Greene County",22,42,419,,,
18,083,18,163,IN,"Vanderburgh County",22,43,546,,,
18,083,18,125,IN,"Pike County",16,40,286,,,
18,083,18,167,IN,"Vigo County",15,30,373,,,
18,083,18,105,IN,"Monroe County",14,22,185,,,
18,083,58,000,SS,"Other Flows - Same State",138,255,2838,,,
18,083,59,000,DS,"Other Flows - Diff State",239,549,5777,,,
18,085,96,000,IN,"Kosciusko Count Tot Mig-US & For",1630,3350,52181,,,
18,085,97,000,IN,"Kosciusko Count Tot Mig-US",1617,3321,51519,,,
18,085,97,001,IN,"Kosciusko Count Tot Mig-Same St",1059,2107,31978,,,
18,085,97,003,IN,"Kosciusko Count Tot Mig-Diff St",558,1214,19542,,,
18,085,98,000,IN,"Kosciusko Count Tot Mig-Foreign",13,29,661,,,
18,085,18,085,IN,"Kosciusko Count Non-Migrants",25098,59975,1023790,,,
18,085,18,039,IN,"Elkhart County",202,403,5810,,,
18,085,18,003,IN,"Allen County",106,197,3740,,,
18,085,18,099,IN,"Marshall County",89,194,2356,,,
18,085,18,113,IN,"Noble County",76,152,1977,,,
18,085,18,169,IN,"Wabash County",74,149,1468,,,
18,085,18,183,IN,"Whitley County",70,139,2485,,,
18,085,18,141,IN,"St Joseph County",52,104,2049,,,
18,085,18,049,IN,"Fulton County",50,106,1250,,,
18,085,17,031,IL,"Cook County",36,72,1168,,,
18,085,18,053,IN,"Grant County",29,51,1008,,,
18,085,18,035,IN,"Delaware County",26,48,670,,,
18,085,18,097,IN,"Marion County",25,41,654,,,
18,085,18,069,IN,"Huntington County",23,48,591,,,
18,085,18,095,IN,"Madison County",20,43,727,,,
18,085,18,089,IN,"Lake County",18,27,378,,,
18,085,18,087,IN,"Lagrange County",17,37,1956,,,
18,085,18,149,IN,"Starke County",15,29,156,,,
18,085,18,103,IN,"Miami County",14,40,258,,,
18,085,18,127,IN,"Porter County",14,25,438,,,
18,085,18,091,IN,"La Porte County",12,30,412,,,
18,085,18,057,IN,"Hamilton County",11,23,403,,,
18,085,48,215,TX,"Hidalgo County",10,32,129,,,
18,085,58,000,SS,"Other Flows - Same State",116,221,3193,,,
18,085,59,000,DS,"Other Flows - Diff State",512,1110,18245,,,
18,085,59,001,DS,"Other Flows - Northeast",50,111,4615,,,
18,085,59,003,DS,"Other Flows - Midwest",178,349,5625,,,
18,085,59,005,DS,"Other Flows - South",209,471,5929,,,
18,085,59,007,DS,"Other Flows - West",75,179,2076,,,
18,085,57,009,FR,"Foreign - Other flows",13,29,661,,,
18,087,96,000,IN,"Lagrange County Tot Mig-US & For",729,1567,23253,,,
18,087,97,000,IN,"Lagrange County Tot Mig-US",729,1567,23253,,,
18,087,97,001,IN,"Lagrange County Tot Mig-Same St",452,966,15880,,,
18,087,97,003,IN,"Lagrange County Tot Mig-Diff St",277,601,7373,,,
18,087,18,087,IN,"Lagrange County Non-Migrants",10803,28500,362281,,,
18,087,18,113,IN,"Noble County",133,289,4828,,,
18,087,18,039,IN,"Elkhart County",129,293,4723,,,
18,087,26,149,MI,"St Joseph County",71,147,1881,,,
18,087,18,003,IN,"Allen County",55,101,1951,,,
18,087,18,151,IN,"Steuben County",36,75,863,,,
18,087,18,033,IN,"De Kalb County",18,41,923,,,
18,087,18,141,IN,"St Joseph County",10,22,297,,,
18,087,26,023,MI,"Branch County",10,22,268,,,
18,087,58,000,SS,"Other Flows - Same State",71,145,2294,,,
18,087,59,000,DS,"Other Flows - Diff State",196,432,5225,,,
18,089,96,000,IN,"Lake County Tot Mig-US & For",6813,13982,214762,,,
18,089,97,000,IN,"Lake County Tot Mig-US",6752,13877,213785,,,
18,089,97,001,IN,"Lake County Tot Mig-Same St",1598,2917,44690,,,
18,089,97,003,IN,"Lake County Tot Mig-Diff St",5154,10960,169095,,,
18,089,98,000,IN,"Lake County Tot Mig-Foreign",61,105,977,,,
18,089,18,089,IN,"Lake County Non-Migrants",164538,369425,6224987,,,
18,089,17,031,IL,"Cook County",2729,6062,99415,,,
18,089,18,127,IN,"Porter County",765,1426,21975,,,
18,089,18,097,IN,"Marion County",121,206,2570,,,
18,089,17,043,IL,"Du Page County",112,209,4600,,,
18,089,18,073,IN,"Jasper County",112,229,3714,,,
18,089,17,197,IL,"Will County",93,175,4430,,,
18,089,18,091,IN,"La Porte County",91,167,2549,,,
18,089,18,141,IN,"St Joseph County",62,114,1947,,,
18,089,18,157,IN,"Tippecanoe County",57,82,1438,,,
18,089,18,111,IN,"Newton County",50,88,1196,,,
18,089,06,037,CA,"Los Angeles County",48,93,1016,,,
18,089,57,005,FR,"Foreign - APO/FPO ZIPs",45,75,781,,,
18,089,04,013,AZ,"Maricopa County",41,79,1618,,,
18,089,18,105,IN,"Monroe County",37,46,483,,,
18,089,06,073,CA,"San Diego County",33,62,588,,,
18,089,17,097,IL,"Lake County",33,75,1141,,,
18,089,18,003,IN,"Allen County",32,70,1251,,,
18,089,55,079,WI,"Milwaukee County",31,75,500,,,
18,089,26,163,MI,"Wayne County",25,52,1213,,,
18,089,48,201,TX,"Harris County",24,42,465,,,
18,089,32,003,NV,"Clark County",23,38,474,,,
18,089,18,167,IN,"Vigo County",22,33,445,,,
18,089,27,053,MN,"Hennepin County",22,51,222,,,
18,089,39,035,OH,"Cuyahoga County",19,38,756,,,
18,089,48,029,TX,"Bexar County",19,37,370,,,
18,089,18,039,IN,"Elkhart County",18,40,391,,,
18,089,48,027,TX,"Bell County",18,47,349,,,
18,089,17,091,IL,"Kankakee County",17,27,473,,,
18,089,12,011,FL,"Broward County",16,31,267,,,
18,089,18,149,IN,"Starke County",16,23,493,,,
18,089,47,037,TN,"Davidson County",16,27,339,,,
18,089,06,059,CA,"Orange County",15,34,366,,,
18,089,12,031,FL,"Duval County",15,27,331,,,
18,089,12,071,FL,"Lee County",15,27,492,,,
18,089,18,181,IN,"White County",15,25,312,,,
18,089,26,125,MI,"Oakland County",14,26,684,,,
18,089,42,003,PA,"Allegheny County",14,23,1023,,,
18,089,53,033,WA,"King County",14,35,341,,,
18,089,06,001,CA,"Alameda County",13,32,317,,,
18,089,17,089,IL,"Kane County",13,21,513,,,
18,089,17,119,IL,"Madison County",13,31,728,,,
18,089,18,035,IN,"Delaware County",13,16,259,,,
18,089,21,111,KY,"Jefferson County",13,27,371,,,
18,089,26,081,MI,"Kent County",13,35,288,,,
18,089,48,113,TX,"Dallas County",13,25,532,,,
18,089,55,025,WI,"Dane County",13,23,300,,,
18,089,13,067,GA,"Cobb County",12,33,268,,,
18,089,18,057,IN,"Hamilton County",12,31,703,,,
18,089,18,099,IN,"Marshall County",12,20,422,,,
18,089,26,077,MI,"Kalamazoo County",12,16,285,,,
18,089,37,051,NC,"Cumberland County",12,31,337,,,
18,089,12,057,FL,"Hillsborough County",11,15,216,,,
18,089,12,095,FL,"Orange County",11,16,194,,,
18,089,17,111,IL,"Mchenry County",11,21,285,,,
18,089,17,201,IL,"Winnebago County",11,16,206,,,
18,089,18,085,IN,"Kosciusko County",11,13,183,,,
18,089,22,051,LA,"Jefferson Parish",11,25,401,,,
18,089,22,071,LA,"Orleans Parish",11,19,283,,,
18,089,26,021,MI,"Berrien County",11,17,309,,,
18,089,31,055,NE,"Douglas County",11,18,357,,,
18,089,37,133,NC,"Onslow County",11,20,192,,,
18,089,39,061,OH,"Hamilton County",11,15,255,,,
18,089,12,103,FL,"Pinellas County",10,20,252,,,
18,089,13,089,GA,"De Kalb County",10,25,331,,,
18,089,17,019,IL,"Champaign County",10,17,173,,,
18,089,17,167,IL,"Sangamon County",10,27,458,,,
18,089,39,095,OH,"Lucas County",10,31,433,,,
18,089,58,000,SS,"Other Flows - Same State",152,288,4358,,,
18,089,59,000,DS,"Other Flows - Diff State",1461,2992,39340,,,
18,089,59,001,DS,"Other Flows - Northeast",184,395,7336,,,
18,089,59,003,DS,"Other Flows - Midwest",446,889,12629,,,
18,089,59,005,DS,"Other Flows - South",615,1253,14174,,,
18,089,59,007,DS,"Other Flows - West",216,455,5202,,,
18,089,57,009,FR,"Foreign - Other flows",16,30,196,,,
18,091,96,000,IN,"La Porte County Tot Mig-US & For",1760,3517,50642,,,
18,091,97,000,IN,"La Porte County Tot Mig-US",1747,3500,50484,,,
18,091,97,001,IN,"La Porte County Tot Mig-Same St",946,1874,26040,,,
18,091,97,003,IN,"La Porte County Tot Mig-Diff St",801,1626,24444,,,
18,091,98,000,IN,"La Porte County Tot Mig-Foreign",13,17,158,,,
18,091,18,091,IN,"La Porte County Non-Migrants",38341,86743,1447368,,,
18,091,18,127,IN,"Porter County",358,694,10993,,,
18,091,18,089,IN,"Lake County",150,327,4768,,,
18,091,17,031,IL,"Cook County",143,290,6506,,,
18,091,18,141,IN,"St Joseph County",133,266,3316,,,
18,091,18,149,IN,"Starke County",88,181,1805,,,
18,091,26,021,MI,"Berrien County",75,154,1833,,,
18,091,18,097,IN,"Marion County",34,54,638,,,
18,091,18,039,IN,"Elkhart County",23,51,790,,,
18,091,17,043,IL,"Du Page County",18,30,711,,,
18,091,18,157,IN,"Tippecanoe County",16,18,231,,,
18,091,06,037,CA,"Los Angeles County",14,36,334,,,
18,091,18,003,IN,"Allen County",14,23,313,,,
18,091,18,099,IN,"Marshall County",12,19,205,,,
18,091,18,073,IN,"Jasper County",11,28,226,,,
18,091,18,105,IN,"Monroe County",10,13,162,,,
18,091,18,131,IN,"Pulaski County",10,22,289,,,
18,091,58,000,SS,"Other Flows - Same State",87,178,2304,,,
18,091,59,000,DS,"Other Flows - Diff State",551,1116,15061,,,
18,091,59,001,DS,"Other Flows - Northeast",36,78,1382,,,
18,091,59,003,DS,"Other Flows - Midwest",196,375,5410,,,
18,091,59,005,DS,"Other Flows - South",239,498,6152,,,
18,091,59,007,DS,"Other Flows - West",80,165,2117,,,
18,091,57,009,FR,"Foreign - Other flows",13,17,158,,,
18,093,96,000,IN,"Lawrence County Tot Mig-US & For",825,1750,23160,,,
18,093,97,000,IN,"Lawrence County Tot Mig-US",825,1750,23160,,,
18,093,97,001,IN,"Lawrence County Tot Mig-Same St",550,1131,14732,,,
18,093,97,003,IN,"Lawrence County Tot Mig-Diff St",275,619,8428,,,
18,093,18,093,IN,"Lawrence County Non-Migrants",15942,36396,539034,,,
18,093,18,105,IN,"Monroe County",165,323,3793,,,
18,093,18,117,IN,"Orange County",87,174,2141,,,
18,093,18,097,IN,"Marion County",31,52,797,,,
18,093,17,183,IL,"Vermilion County",25,71,1996,,,
18,093,18,071,IN,"Jackson County",24,46,582,,,
18,093,18,175,IN,"Washington County",22,42,600,,,
18,093,18,055,IN,"Greene County",19,27,332,,,
18,093,18,027,IN,"Daviess County",15,35,509,,,
18,093,18,013,IN,"Brown County",13,32,701,,,
18,093,18,101,IN,"Martin County",12,19,246,,,
18,093,18,005,IN,"Bartholomew County",11,21,310,,,
18,093,58,000,SS,"Other Flows - Same State",151,360,4721,,,
18,093,59,000,DS,"Other Flows - Diff State",250,548,6432,,,
18,093,59,001,DS,"Other Flows - Northeast",20,45,484,,,
18,093,59,003,DS,"Other Flows - Midwest",71,179,2415,,,
18,093,59,005,DS,"Other Flows - South",117,241,2584,,,
18,093,59,007,DS,"Other Flows - West",42,83,949,,,
18,095,96,000,IN,"Madison County Tot Mig-US & For",2310,4588,60984,,,
18,095,97,000,IN,"Madison County Tot Mig-US",2282,4521,60439,,,
18,095,97,001,IN,"Madison County Tot Mig-Same St",1498,2932,41000,,,
18,095,97,003,IN,"Madison County Tot Mig-Diff St",784,1589,19439,,,
18,095,98,000,IN,"Madison County Tot Mig-Foreign",28,67,545,,,
18,095,18,095,IN,"Madison County Non-Migrants",48280,105478,1797654,,,
18,095,18,097,IN,"Marion County",333,623,10105,,,
18,095,18,035,IN,"Delaware County",263,510,6976,,,
18,095,18,057,IN,"Hamilton County",150,313,4158,,,
18,095,18,065,IN,"Henry County",139,262,3659,,,
18,095,18,059,IN,"Hancock County",81,180,2375,,,
18,095,18,053,IN,"Grant County",72,156,1889,,,
18,095,18,159,IN,"Tipton County",46,88,896,,,
18,095,18,157,IN,"Tippecanoe County",25,45,661,,,
18,095,18,067,IN,"Howard County",24,37,669,,,
18,095,18,003,IN,"Allen County",21,44,522,,,
18,095,18,105,IN,"Monroe County",20,31,427,,,
18,095,57,005,FR,"Foreign - APO/FPO ZIPs",18,43,423,,,
18,095,18,081,IN,"Johnson County",17,36,1169,,,
18,095,18,085,IN,"Kosciusko County",16,37,412,,,
18,095,18,039,IN,"Elkhart County",15,35,352,,,
18,095,18,141,IN,"St Joseph County",15,30,475,,,
18,095,18,063,IN,"Hendricks County",14,24,364,,,
18,095,18,177,IN,"Wayne County",13,19,177,,,
18,095,18,001,IN,"Adams County",12,32,431,,,
18,095,18,163,IN,"Vanderburgh County",12,23,482,,,
18,095,18,103,IN,"Miami County",10,17,195,,,
18,095,18,169,IN,"Wabash County",10,23,284,,,
18,095,58,000,SS,"Other Flows - Same State",190,367,4323,,,
18,095,59,000,DS,"Other Flows - Diff State",784,1589,19439,,,
18,095,59,001,DS,"Other Flows - Northeast",40,80,1092,,,
18,095,59,003,DS,"Other Flows - Midwest",238,462,6278,,,
18,095,59,005,DS,"Other Flows - South",390,803,9150,,,
18,095,59,007,DS,"Other Flows - West",116,244,2919,,,
18,095,57,009,FR,"Foreign - Other flows",10,24,123,,,
18,097,96,000,IN,"Marion County Tot Mig-US & For",21812,37319,658250,,,
18,097,97,000,IN,"Marion County Tot Mig-US",21427,36699,651762,,,
18,097,97,001,IN,"Marion County Tot Mig-Same St",12187,19760,344031,,,
18,097,97,003,IN,"Marion County Tot Mig-Diff St",9240,16939,307731,,,
18,097,98,000,IN,"Marion County Tot Mig-Foreign",385,620,6488,,,
18,097,18,097,IN,"Marion County Non-Migrants",299915,625205,11611080,,,
18,097,18,057,IN,"Hamilton County",1720,2701,63050,,,
18,097,18,081,IN,"Johnson County",1578,2756,48389,,,
18,097,18,063,IN,"Hendricks County",1281,2294,36245,,,
18,097,18,059,IN,"Hancock County",688,1218,20465,,,
18,097,18,105,IN,"Monroe County",471,641,12093,,,
18,097,18,109,IN,"Morgan County",467,810,12688,,,
18,097,18,089,IN,"Lake County",424,688,8370,,,
18,097,17,031,IL,"Cook County",421,735,16463,,,
18,097,18,095,IN,"Madison County",411,664,10274,,,
18,097,18,011,IN,"Boone County",392,657,12936,,,
18,097,18,003,IN,"Allen County",382,605,11741,,,
18,097,18,157,IN,"Tippecanoe County",349,536,9206,,,
18,097,18,035,IN,"Delaware County",338,493,6708,,,
18,097,18,141,IN,"St Joseph County",242,364,6139,,,
18,097,18,167,IN,"Vigo County",236,367,5661,,,
18,097,18,145,IN,"Shelby County",231,389,5598,,,
18,097,06,037,CA,"Los Angeles County",182,382,5878,,,
18,097,18,005,IN,"Bartholomew County",180,299,5317,,,
18,097,18,067,IN,"Howard County",180,262,4784,,,
